dep_var,nobs,entities,time_periods,ind_own_min,ind_own_q01,ind_own_q05,ind_own_q10,ind_own_q50,ind_own_q90,ind_own_q95,ind_own_q99,ind_own_max,best_ind_own_for_depvar,best_curve_value,rsquared_within,beta_spline_1,se_spline_1,p_spline_1,beta_spline_2,se_spline_2,p_spline_2,beta_spline_3,se_spline_3,p_spline_3,beta_spline_4,se_spline_4,p_spline_4
amihud_illiq,241199,8877,100,0.009821,0.010399496153846152,0.012815314488636289,0.0161303474687705,0.0510198582677165,0.15070636666666665,0.18208932666666652,0.22673927826923074,0.9526113720930228,0.046727228990264116,-0.0001742842997029207,0.08976439729300734,-0.010250098833414278,0.0017789920292085744,8.335330425879306e-09,-0.012271474975512012,0.0017374678821515427,1.6358026044827056e-12,-0.008900435664010733,0.002204404461505855,5.402521615960332e-05,0.003918173102324835,0.0027533400212149707,0.15471957419121263
volatility,240515,8858,100,0.009821,0.010403758635783498,0.012832829748283692,0.01616292717948712,0.0511409680851063,0.15085494487179485,0.18217311001540815,0.2267517990517239,0.9526113720930228,0.07329829567207392,-0.00504297135105162,0.21997225216024485,-0.00222681214062345,0.0012613817866740896,0.07750204414630235,-0.014207704261734965,0.0010484105120675549,0.0,-0.0266112051012293,0.003285499301589851,4.440892098500626e-16,-0.012929552997323542,0.003799047444071661,0.0006657205631226404
price_info,239758,8855,100,0.009821,0.010411675050167202,0.01288061269841262,0.01623742647058821,0.05134571882510005,0.15095754090909094,0.18220047200956926,0.22661871010307866,0.9526113720930228,0.010411675050167202,0.8714645467727568,0.013232212669064047,-0.10572844850760257,0.016536987885283013,1.6248935530427389e-10,-0.2847628691001625,0.014536088983709967,0.0,-0.7689623646783148,0.032261779681320386,0.0,-0.5773677944811231,0.040873118529227086,0.0
