line_id,ind_own,ice_level,dep_var
0,0.01017436609322027,0.0018271547070844304,amihud_illiq
0,0.011164398401557968,0.0018271547070844304,amihud_illiq
0,0.012154430709895666,0.0018271547070844304,amihud_illiq
0,0.013144463018233361,0.0018271547070844304,amihud_illiq
0,0.014134495326571059,0.0018271547070844304,amihud_illiq
0,0.015124527634908756,0.0018271547070844304,amihud_illiq
0,0.016114559943246454,0.0,amihud_illiq
0,0.01710459225158415,0.0,amihud_illiq
0,0.01809462455992185,0.0,amihud_illiq
0,0.019084656868259546,0.0,amihud_illiq
0,0.020074689176597244,0.0,amihud_illiq
0,0.02106472148493494,0.0,amihud_illiq
0,0.02205475379327264,0.0,amihud_illiq
0,0.023044786101610336,0.0,amihud_illiq
0,0.024034818409948033,0.0,amihud_illiq
0,0.02502485071828573,0.0,amihud_illiq
0,0.026014883026623428,0.0,amihud_illiq
0,0.027004915334961126,-6.478768834645575e-05,amihud_illiq
0,0.027994947643298823,-6.478768834645575e-05,amihud_illiq
0,0.02898497995163652,-6.478768834645575e-05,amihud_illiq
0,0.029975012259974218,-6.478768834645575e-05,amihud_illiq
0,0.030965044568311915,-6.478768834645575e-05,amihud_illiq
0,0.03195507687664961,-6.478768834645575e-05,amihud_illiq
0,0.03294510918498731,-6.478768834645575e-05,amihud_illiq
0,0.033935141493325,-6.478768834645575e-05,amihud_illiq
0,0.0349251738016627,-6.478768834645575e-05,amihud_illiq
0,0.035915206110000396,-6.478768834645575e-05,amihud_illiq
0,0.03690523841833809,-6.478768834645575e-05,amihud_illiq
0,0.03789527072667579,-6.478768834645575e-05,amihud_illiq
0,0.03888530303501349,-6.478768834645575e-05,amihud_illiq
0,0.039875335343351186,-6.478768834645575e-05,amihud_illiq
0,0.04086536765168888,-6.478768834645575e-05,amihud_illiq
0,0.04185539996002658,-6.478768834645575e-05,amihud_illiq
0,0.04284543226836428,-6.478768834645575e-05,amihud_illiq
0,0.043835464576701975,-6.478768834645575e-05,amihud_illiq
0,0.04482549688503967,-6.478768834645575e-05,amihud_illiq
0,0.04581552919337737,-6.478768834645575e-05,amihud_illiq
0,0.04680556150171507,-6.478768834645575e-05,amihud_illiq
0,0.047795593810052765,-6.478768834645575e-05,amihud_illiq
0,0.04878562611839046,-6.478768834645575e-05,amihud_illiq
0,0.04977565842672816,-6.478768834645575e-05,amihud_illiq
0,0.05076569073506586,-6.478768834645575e-05,amihud_illiq
0,0.051755723043403555,-6.478768834645575e-05,amihud_illiq
0,0.05274575535174125,-6.478768834645575e-05,amihud_illiq
0,0.05373578766007895,-6.478768834645575e-05,amihud_illiq
0,0.05472581996841665,-6.478768834645575e-05,amihud_illiq
0,0.055715852276754345,-6.478768834645575e-05,amihud_illiq
0,0.05670588458509204,-6.478768834645575e-05,amihud_illiq
0,0.05769591689342973,-6.478768834645575e-05,amihud_illiq
0,0.05868594920176743,-6.478768834645575e-05,amihud_illiq
0,0.05967598151010513,-6.478768834645575e-05,amihud_illiq
0,0.060666013818442825,-6.478768834645575e-05,amihud_illiq
0,0.06165604612678052,-6.478768834645575e-05,amihud_illiq
0,0.06264607843511823,-6.478768834645575e-05,amihud_illiq
0,0.06363611074345592,-6.478768834645575e-05,amihud_illiq
0,0.06462614305179362,-6.478768834645575e-05,amihud_illiq
0,0.06561617536013131,-6.478768834645575e-05,amihud_illiq
0,0.06660620766846902,-6.478768834645575e-05,amihud_illiq
0,0.06759623997680671,-6.478768834645575e-05,amihud_illiq
