dep_var,train_nobs,eval_nobs,pd_nobs,entities_train,dates_train,entities_eval,dates_eval,train_r2,eval_r2,ind_own_min,ind_own_q01,ind_own_q05,ind_own_q50,ind_own_q95,ind_own_q99,ind_own_max
amihud_illiq,12000,43311,4800,4957,80,7246,20,0.39630987965814657,0.3621530132075843,0.0098219259259259,0.01017436609322027,0.011847754017857141,0.04439213526570045,0.17263471692784016,0.22699144161917598,0.65
volatility,12000,43311,4800,4957,80,7246,20,0.17218470692897825,0.16940769086613605,0.0098219259259259,0.01017436609322027,0.011847754017857141,0.04439213526570045,0.17263471692784016,0.22699144161917598,0.65
price_info,12000,43311,4800,4957,80,7246,20,0.22369927805298817,0.18345064485656692,0.0098219259259259,0.01017436609322027,0.011847754017857141,0.04439213526570045,0.17263471692784016,0.22699144161917598,0.65
