dep_var,beta_ind_own,se_ind_own,p_ind_own,beta_ind_own_sq,se_ind_own_sq,p_ind_own_sq,turning_point,turning_point_se,turning_in_q01_q99,ind_own_min,ind_own_q01,ind_own_q05,ind_own_q50,ind_own_q95,ind_own_q99,ind_own_max,nobs,entities,time_periods
amihud_illiq,0.010708129419282245,0.03333118332782989,0.7480101666915884,0.18819655971425372,0.0947093774263118,0.04691300877179705,-0.02844932297258999,0.10020467242920018,False,0.009821,0.010399496153846152,0.012815314488636289,0.0510198582677165,0.18208932666666652,0.22673927826923074,0.9526113720930228,241199,8877,100
volatility,-0.32501326890296367,0.06263554375992379,2.1165064589823146e-07,0.9991368713402958,0.20759863426262348,1.4890164445890974e-06,0.1626470197556484,0.013408105416272192,True,0.009821,0.010403758635783498,0.012832829748283692,0.0511409680851063,0.18217311001540815,0.2267517990517239,0.9526113720930228,240515,8858,100
price_info,-10.356837603637606,1.1804843556944358,0.0,26.70016762232988,4.839856304530466,3.457397723671818e-08,0.19394705213341015,0.014304041557646103,True,0.009821,0.010411675050167202,0.01288061269841262,0.05134571882510005,0.18220047200956926,0.22661871010307866,0.9526113720930228,239758,8855,100
