cutoff,dep_var,beta_ind_own,p_ind_own,beta_ind_own_sq,p_ind_own_sq,turning_point,turning_in_q01_q99,first_stage_jointF_ind_own,first_stage_jointF_ind_own_sq
1000,amihud_illiq,0.4557029359642968,0.1685134787060014,-2.766310545735905,0.0820959751017109,0.0823665543745141,True,-5878.688239969834,-2867.9045540916472
2000,amihud_illiq,0.3312792832124032,0.3845430556741711,-4.823581843751981,0.0366095766116116,0.0343395524263272,True,638.785516976064,28.41309527338026
1000,price_info,0.8048244624840777,0.9304919720477344,-71.33984672290012,0.0869795987526416,0.0056407779064216,False,-4238.7260826456395,-1945.796338369948
2000,price_info,-6.800957320400073,0.2849671788110437,-35.90828984590303,0.4008099471724331,-0.0946989866349208,False,664.3953665512754,34.30822308846383
1000,volatility,-3.058983035890975,1.7130078542537674e-05,14.650713873945392,5.4303465084615254e-06,0.1043970642731281,True,-1994.0404670614032,552.4830330848632
2000,volatility,-2.533566471351179,0.0001863100851506,15.64915776584337,0.0003800797754935,0.0809489721191599,True,611.0596609401986,25.59167721960227
