dep_var,nobs,n_firms,n_dates,cutoff,bandwidth,poly_deg,scale_lo,scale_hi,ind_own_q01,ind_own_q50,ind_own_q99,best_ind_own_for_depvar,best_curve_value,knot_1,knot_2,knot_3,excluded_instruments,controls,beta_spline_1,se_spline_1,t_spline_1,p_spline_1,first_stage_F_spline_1,first_stage_P_spline_1,beta_spline_2,se_spline_2,t_spline_2,p_spline_2,first_stage_F_spline_2,first_stage_P_spline_2,beta_spline_3,se_spline_3,t_spline_3,p_spline_3,first_stage_F_spline_3,first_stage_P_spline_3,beta_spline_4,se_spline_4,t_spline_4,p_spline_4,first_stage_F_spline_4,first_stage_P_spline_4,min_first_stage_F
amihud_illiq,235544,8627,99,2000.0,,4,0.010399496153846152,0.22673927826923074,0.010427407952586199,0.0515742240462789,0.22689550209677414,0.22673927826923074,-0.01660576373102573,0.026471083333333298,0.0510198582677165,0.09517214022435891,z_running_pow0;z_running_pow1;z_running_pow2;z_running_pow3;z_running_pow4,c_firm_size;c_dollar_vol;running_pow1;running_pow2;running_pow3;running_pow4,0.009508313844914795,0.019149185514111808,0.49653881299064834,0.6195143105063572,53.90175151411158,0.0,0.009455831973453788,0.0038047051316869346,2.485299555727003,0.012944246061601383,18.541223593422284,0.0,-0.004026431105955908,0.04403582076100038,-0.09143535958620878,0.9271466665269676,15.736945366941573,1.5543122344752192e-15,-0.009302481865475443,0.04871010023920246,-0.19097644676963108,0.8485440462755061,56.160805386473406,0.0,15.736945366941573
volatility,234897,8605,99,2000.0,,4,0.010399496153846152,0.22673927826923074,0.010430558947368352,0.051708,0.22691060948879216,0.03265777070725897,-0.017271908988774738,0.026471083333333298,0.0510198582677165,0.09517214022435891,z_running_pow0;z_running_pow1;z_running_pow2;z_running_pow3;z_running_pow4,c_firm_size;c_dollar_vol;running_pow1;running_pow2;running_pow3;running_pow4,-0.008601531347652625,0.026903651013429043,-0.31971613605005295,0.7491835265287512,53.83006791923979,0.0,-0.006792351854756101,0.007241131417329204,-0.9380235578242511,0.34823230371441083,18.489659597658147,0.0,0.03433717903168798,0.07813745341801412,0.439445842290168,0.660338515910438,15.907670737828491,9.992007221626409e-16,0.009339400898866757,0.05808815123082927,0.1607797924529234,0.8722668414465167,56.20353399603647,0.0,15.907670737828491
price_info,234281,8614,99,2000.0,,4,0.010399496153846152,0.22673927826923074,0.01043735999999992,0.0519109642857142,0.22681231490909087,0.14704909785425097,0.9742200103001685,0.026471083333333298,0.0510198582677165,0.09517214022435891,z_running_pow0;z_running_pow1;z_running_pow2;z_running_pow3;z_running_pow4,c_firm_size;c_dollar_vol;running_pow1;running_pow2;running_pow3;running_pow4,-0.3619045308652744,0.3263753802148307,-1.1088597755966068,0.26749067875090615,53.94103121026076,0.0,-0.36629166646407096,0.09637942051508142,-3.8005174186200237,0.00014439426712864467,18.497815057022603,0.0,-1.0791560419368125,1.0047977015896943,-1.0740032946228635,0.2828212049232417,15.661744902161768,1.887379141862766e-15,-0.41321771630794046,0.6949244903549783,-0.594622469121591,0.5520958572728638,56.04677822339185,0.0,15.661744902161768
