ind_own,score_total,delta_amihud,delta_volatility,delta_price_info,is_top5pct_score
0.01043735999999992,-6.640046948498284,-0.014108629407892953,0.03496259635197832,-0.543003678378138,0
0.010979653120072829,-6.378438026038736,-0.013445258988024586,0.03294447796766346,-0.5044399305569561,0
0.011521946240145738,-6.117240688693071,-0.012782765737854853,0.030929305013610846,-0.4659376654624247,0
0.01206423936021865,-5.856839544313711,-0.012121969363678745,0.028919829919701774,-0.4275543350457756,0
0.012606532480291558,-5.597619200753073,-0.011463689571791254,0.026918805115817554,-0.3893473912582404,0
0.013148825600364468,-5.339964265863573,-0.010808746068487377,0.024928983031839467,-0.3513742860510509,0
0.013691118720437379,-5.084259347497626,-0.010157958560062094,0.022953116097648805,-0.31369247137543793,0
0.014233411840510288,-4.8308890535076525,-0.009512146752810409,0.02099395674312688,-0.27635939918263347,0
0.014775704960583197,-4.580237991746066,-0.008872130353027311,0.01905425739815498,-0.239432521423869,0
0.015317998080656106,-4.332690770065288,-0.008238729067007783,0.017136770492614396,-0.20296929005037653,0
0.015860291200729015,-4.088631996317733,-0.007612762601046823,0.015244248456386422,-0.1670271570133867,0
0.016402584320801925,-3.8484462783558175,-0.0069950506614394215,0.013379443719352352,-0.13166357426413175,0
0.016944877440874834,-3.612518224031962,-0.006386412954480569,0.011545108711393498,-0.096935993753843,0
0.017487170560947743,-3.38123244119858,-0.005787669186465259,0.009743995862391134,-0.06290186743375197,0
0.018029463681020656,-3.1549735377080896,-0.005199639063688476,0.007978857602226552,-0.029618647255090353,0
0.018571756801093565,-2.934126121412909,-0.004623142292445224,0.006252446360781072,0.0028562148309104205,0
0.019114049921166474,-2.7190748001654557,-0.004058998579030487,0.00456751456793598,0.03446526687301865,0
0.019656343041239383,-2.510204181818146,-0.003508027629739252,0.0029268146535725618,0.06515105692000302,0
0.020198636161312292,-2.307898874223397,-0.002971049150866521,0.0013330990475721226,0.09485613302063185,0
0.020740929281385205,-2.1125434852336236,-0.0024488828487072753,-0.00021087982018406278,0.12352304322367373,0
0.021283222401458114,-1.9245226227012484,-0.0019423484295565112,-0.0017023695198146677,0.15109433557789667,0
0.021825515521531023,-1.744220894478684,-0.0014522655997092242,-0.0031386176214384166,0.17751255813206945,0
0.022367808641603933,-1.57202290841835,-0.0009794540654603986,-0.004516871695174007,0.20272025893496046,0
0.022910101761676842,-1.4083132723726624,-0.0005247335331050318,-0.005834379311140147,0.2266599860353382,0
0.02345239488174975,-1.2534765941940376,-8.892370893811096e-05,-0.007088388039455545,0.24927428748197109,0
0.02399468800182266,-1.1078974817348946,0.00032715570074537165,-0.008276145450238899,0.2705057113236278,0
0.02453698112189557,-0.9719605428476491,0.0007226849896504224,-0.009394899113608917,0.29029680560907617,0
0.02507927424196848,-0.8460503853847195,0.0010968444514820553,-0.010441896599684303,0.30859011838708533,0
0.025621567362041388,-0.7305516171985227,0.0014488143799452715,-0.011414385478583762,0.32532819770642313,0
0.0261638604821143,-0.6258487151618917,0.0017777754964043233,-0.012309614568307852,0.34045360520157714,0
0.02670615360218721,-0.5323127512129063,0.0020829402359403854,-0.013124935656507844,0.3539107552672127,0
