dep_var,nobs,entities,time_periods,ind_own_min,ind_own_q01,ind_own_q05,ind_own_q10,ind_own_q50,ind_own_q90,ind_own_q95,ind_own_q99,ind_own_max,best_ind_own_for_depvar,best_curve_value,rsquared_within,beta_spline_1,se_spline_1,p_spline_1,beta_spline_2,se_spline_2,p_spline_2,beta_spline_3,se_spline_3,p_spline_3,beta_spline_4,se_spline_4,p_spline_4,beta_spline_5,se_spline_5,p_spline_5
amihud_illiq,241199,8877,100,0.009821,0.010399496153846152,0.012815314488636289,0.0161303474687705,0.0510198582677165,0.15070636666666665,0.18208932666666652,0.22673927826923074,0.9526113720930228,0.040762974345479076,-0.0009414105382360427,0.09009057380823238,0.4133286230219155,0.024581820622435465,0.0,0.4021849662644173,0.023926479952299098,0.0,0.3873136118223534,0.02370259111636267,0.0,0.3993994078029384,0.02543939950713923,0.0,0.2485636438105248,0.043575360281813726,1.1701523527918312e-08
volatility,240515,8858,100,0.009821,0.010403758635783498,0.012832829748283692,0.01616292717948712,0.0511409680851063,0.15085494487179485,0.18217311001540815,0.2267517990517239,0.9526113720930228,0.10203989605506653,-0.008428515221694743,0.22002541217043414,-0.5897751455169993,0.03312252222688179,0.0,-0.5982980905826852,0.033405880758287876,0.0,-0.6239021163031505,0.034672397766880844,0.0,-0.6291228028007064,0.035721459039053674,0.0,-0.7244164642066981,0.1185511697236958,9.942684453534412e-10
price_info,239758,8855,100,0.009821,0.010411675050167202,0.01288061269841262,0.01623742647058821,0.05134571882510005,0.15095754090909094,0.18220047200956926,0.22661871010307866,0.9526113720930228,0.010411675050167202,0.8869408281521166,0.011484058107435136,0.6724832640855499,0.23462553386220275,0.004154717127507812,0.42382700997893236,0.23565838882150467,0.07210220690743507,-0.23577881450870264,0.24698378492043635,0.33976443950039825,-0.5664758765917749,0.2617587388085218,0.03045658681601049,-1.3846327274144916,0.9673928152144808,0.15234460379420112
